TimeGenerated,UserPrincipalName,AppDisplayName,IPAddress,City,Country,ResultType,ResultDescription,DeviceOS,Browser
2026-08-04T07:25:06.000Z,olivia.chen@cloudora.io,Microsoft Teams,203.0.113.21,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-04T07:31:11.000Z,daniel.reeve@cloudora.io,Cloudora Admin Portal,203.0.113.41,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-04T07:36:17.000Z,lucas.ford@cloudora.io,Microsoft Teams,203.0.113.10,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-04T07:47:13.000Z,ethan.wells@cloudora.io,Azure Portal,192.0.2.30,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-04T07:48:45.000Z,olivia.chen@cloudora.io,Outlook Web,203.0.113.21,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-04T07:49:05.000Z,dina.said@cloudora.io,Azure Portal,203.0.113.14,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-04T07:52:24.000Z,jack.morgan@cloudora.io,SharePoint Online,198.51.100.26,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-04T07:54:33.000Z,jack.morgan@cloudora.io,Microsoft 365,198.51.100.26,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-04T07:59:20.000Z,dina.said@cloudora.io,Outlook Web,203.0.113.14,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-04T08:02:43.000Z,dina.said@cloudora.io,Microsoft 365,203.0.113.14,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-04T08:05:08.000Z,emma.hayes@cloudora.io,Cloudora Admin Portal,203.0.113.12,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-04T08:18:16.000Z,ethan.wells@cloudora.io,Microsoft 365,192.0.2.30,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-04T08:18:51.000Z,seth.lane@cloudora.io,Azure Portal,192.0.2.32,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-04T08:23:39.000Z,sofia.marino@cloudora.io,SharePoint Online,203.0.113.19,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-04T08:27:42.000Z,olivia.chen@cloudora.io,Azure Portal,203.0.113.21,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-04T08:28:28.000Z,sofia.marino@cloudora.io,Microsoft 365,203.0.113.19,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-04T08:28:38.000Z,olivia.chen@cloudora.io,Cloudora Admin Portal,203.0.113.21,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-04T08:36:22.000Z,mira.shah@cloudora.io,Microsoft Teams,203.0.113.18,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-04T08:47:52.000Z,sofia.marino@cloudora.io,Azure Portal,203.0.113.19,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-04T08:48:22.000Z,ava.khan@cloudora.io,Azure Portal,203.0.113.20,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-04T08:50:52.000Z,noah.bishop@cloudora.io,Azure Portal,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-04T08:52:42.000Z,liam.turner@cloudora.io,Azure Portal,192.0.2.31,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-04T08:55:25.000Z,emma.hayes@cloudora.io,Microsoft Teams,203.0.113.12,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-04T08:57:20.000Z,finn.gale@cloudora.io,Azure Portal,198.51.100.24,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-04T09:05:11.000Z,dina.said@cloudora.io,SharePoint Online,203.0.113.14,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-04T09:08:12.000Z,ava.khan@cloudora.io,Microsoft Teams,203.0.113.20,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-04T09:08:54.000Z,mira.shah@cloudora.io,SharePoint Online,203.0.113.18,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-04T09:12:49.000Z,isla.grant@cloudora.io,Microsoft Teams,203.0.113.15,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-04T09:14:48.000Z,hugo.marsh@cloudora.io,Cloudora Admin Portal,198.51.100.20,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-04T09:14:59.000Z,finn.gale@cloudora.io,Outlook Web,198.51.100.24,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-04T09:15:57.000Z,chloe.price@cloudora.io,Cloudora Admin Portal,203.0.113.17,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-04T09:16:16.000Z,olivia.chen@cloudora.io,Microsoft Teams,203.0.113.21,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-04T09:23:52.000Z,hugo.marsh@cloudora.io,Cloudora Admin Portal,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-04T09:27:04.000Z,lucas.ford@cloudora.io,Azure Portal,203.0.113.10,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-04T09:27:45.000Z,mira.shah@cloudora.io,SharePoint Online,203.0.113.18,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-04T09:31:19.000Z,noah.bishop@cloudora.io,Azure Portal,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-04T09:32:35.000Z,dina.said@cloudora.io,Microsoft 365,203.0.113.14,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-04T09:45:26.000Z,chloe.price@cloudora.io,Outlook Web,203.0.113.17,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-04T09:48:22.000Z,hugo.marsh@cloudora.io,Microsoft Teams,198.51.100.20,Manchester,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-04T09:49:11.000Z,finn.gale@cloudora.io,Microsoft 365,198.51.100.24,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-04T09:53:31.000Z,hugo.marsh@cloudora.io,SharePoint Online,198.51.100.20,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-04T09:54:32.000Z,noah.bishop@cloudora.io,SharePoint Online,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-04T10:10:59.000Z,cole.burke@cloudora.io,Azure Portal,198.51.100.25,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-04T10:16:41.000Z,finn.gale@cloudora.io,Outlook Web,198.51.100.24,Manchester,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-04T10:18:20.000Z,finn.gale@cloudora.io,SharePoint Online,198.51.100.24,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-04T10:20:08.000Z,mira.shah@cloudora.io,Microsoft 365,203.0.113.18,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-04T10:20:31.000Z,daniel.reeve@cloudora.io,Outlook Web,203.0.113.40,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-04T10:22:25.000Z,chloe.price@cloudora.io,Azure Portal,203.0.113.17,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-04T10:24:53.000Z,liam.turner@cloudora.io,Outlook Web,192.0.2.31,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-04T10:34:19.000Z,seth.lane@cloudora.io,SharePoint Online,192.0.2.32,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-04T10:37:45.000Z,liam.turner@cloudora.io,Cloudora Admin Portal,192.0.2.31,Austin,United States,50126,Invalid username or password,Android 14,Chrome Mobile
2026-08-04T10:54:00.000Z,finn.gale@cloudora.io,Microsoft 365,198.51.100.24,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-04T10:54:43.000Z,dina.said@cloudora.io,Microsoft 365,203.0.113.14,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-04T10:59:30.000Z,cole.burke@cloudora.io,Cloudora Admin Portal,198.51.100.25,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-04T11:07:11.000Z,noah.bishop@cloudora.io,Outlook Web,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-04T11:10:55.000Z,olivia.chen@cloudora.io,Outlook Web,203.0.113.21,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-04T11:16:34.000Z,hugo.marsh@cloudora.io,Microsoft Teams,198.51.100.20,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-04T11:16:59.000Z,hugo.marsh@cloudora.io,Outlook Web,198.51.100.20,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-04T11:23:23.000Z,chloe.price@cloudora.io,Outlook Web,203.0.113.17,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-04T11:25:21.000Z,cole.burke@cloudora.io,Microsoft Teams,198.51.100.25,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-04T11:34:37.000Z,mira.shah@cloudora.io,SharePoint Online,203.0.113.18,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-04T11:36:48.000Z,ethan.wells@cloudora.io,Outlook Web,192.0.2.30,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-04T11:47:03.000Z,seth.lane@cloudora.io,Cloudora Admin Portal,192.0.2.32,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-04T11:47:31.000Z,finn.gale@cloudora.io,Cloudora Admin Portal,198.51.100.24,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-04T11:47:49.000Z,isla.grant@cloudora.io,Azure Portal,203.0.113.15,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-04T11:47:56.000Z,olivia.chen@cloudora.io,Azure Portal,203.0.113.21,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-04T11:51:23.000Z,isla.grant@cloudora.io,Cloudora Admin Portal,203.0.113.15,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-04T11:52:56.000Z,finn.gale@cloudora.io,Microsoft Teams,198.51.100.24,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-04T11:54:08.000Z,dina.said@cloudora.io,SharePoint Online,203.0.113.14,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-04T12:00:45.000Z,sofia.marino@cloudora.io,Microsoft Teams,203.0.113.19,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-04T12:06:09.000Z,dina.said@cloudora.io,Cloudora Admin Portal,203.0.113.14,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-04T12:06:56.000Z,finn.gale@cloudora.io,SharePoint Online,198.51.100.24,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-04T12:07:36.000Z,liam.turner@cloudora.io,Microsoft Teams,192.0.2.31,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-04T12:14:11.000Z,seth.lane@cloudora.io,Microsoft Teams,192.0.2.32,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-04T12:20:05.000Z,noah.bishop@cloudora.io,Cloudora Admin Portal,203.0.113.13,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-04T12:28:52.000Z,ethan.wells@cloudora.io,Outlook Web,192.0.2.30,Austin,United States,0,Success,macOS 14,Safari 17
2026-08-04T12:35:53.000Z,jack.morgan@cloudora.io,Microsoft Teams,198.51.100.26,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-04T12:36:28.000Z,ava.khan@cloudora.io,Cloudora Admin Portal,203.0.113.20,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-04T12:36:40.000Z,ava.khan@cloudora.io,Microsoft Teams,203.0.113.20,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-04T12:38:25.000Z,sofia.marino@cloudora.io,Microsoft Teams,203.0.113.19,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-04T12:42:50.000Z,liam.turner@cloudora.io,Microsoft Teams,192.0.2.31,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-04T12:45:54.000Z,seth.lane@cloudora.io,Microsoft Teams,192.0.2.32,Austin,United States,0,Success,Android 14,Chrome Mobile
2026-08-04T12:57:07.000Z,emma.hayes@cloudora.io,Microsoft 365,203.0.113.12,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-04T13:01:21.000Z,lucas.ford@cloudora.io,Microsoft Teams,203.0.113.10,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-04T13:01:43.000Z,finn.gale@cloudora.io,Outlook Web,198.51.100.24,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-04T13:05:46.000Z,daniel.reeve@cloudora.io,Azure Portal,203.0.113.40,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-04T13:06:12.000Z,isla.grant@cloudora.io,Microsoft Teams,203.0.113.15,London,United Kingdom,50126,Invalid username or password,Android 14,Chrome Mobile
2026-08-04T13:11:39.000Z,chloe.price@cloudora.io,Azure Portal,203.0.113.17,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-04T13:22:10.000Z,olivia.chen@cloudora.io,Azure Portal,203.0.113.21,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-04T13:22:21.000Z,cole.burke@cloudora.io,Microsoft 365,198.51.100.25,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-04T13:24:14.000Z,chloe.price@cloudora.io,Cloudora Admin Portal,203.0.113.17,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-04T13:24:43.000Z,hugo.marsh@cloudora.io,Microsoft 365,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-04T13:24:45.000Z,finn.gale@cloudora.io,Azure Portal,198.51.100.24,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-04T13:38:39.000Z,lucas.ford@cloudora.io,SharePoint Online,203.0.113.10,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-04T13:40:04.000Z,finn.gale@cloudora.io,Microsoft 365,198.51.100.24,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-04T13:40:51.000Z,ava.khan@cloudora.io,Cloudora Admin Portal,203.0.113.20,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-04T13:51:28.000Z,lucas.ford@cloudora.io,Microsoft 365,203.0.113.10,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-04T13:52:16.000Z,noah.bishop@cloudora.io,Microsoft 365,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-04T13:59:50.000Z,dina.said@cloudora.io,Microsoft 365,203.0.113.14,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-04T13:59:52.000Z,chloe.price@cloudora.io,Microsoft 365,203.0.113.17,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-04T14:04:25.000Z,finn.gale@cloudora.io,Microsoft Teams,198.51.100.24,Manchester,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-04T14:06:28.000Z,isla.grant@cloudora.io,Microsoft 365,203.0.113.15,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-04T14:08:59.000Z,daniel.reeve@cloudora.io,Microsoft 365,203.0.113.40,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-04T14:09:38.000Z,sofia.marino@cloudora.io,Outlook Web,203.0.113.19,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-04T14:12:17.000Z,lucas.ford@cloudora.io,Cloudora Admin Portal,203.0.113.10,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-04T14:22:18.000Z,daniel.reeve@cloudora.io,SharePoint Online,203.0.113.41,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-04T14:23:09.000Z,lucas.ford@cloudora.io,Outlook Web,203.0.113.10,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-04T14:23:47.000Z,dina.said@cloudora.io,Cloudora Admin Portal,203.0.113.14,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-04T14:28:35.000Z,ethan.wells@cloudora.io,Azure Portal,192.0.2.30,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-04T14:30:56.000Z,ava.khan@cloudora.io,Outlook Web,203.0.113.20,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-04T14:34:18.000Z,lucas.ford@cloudora.io,Microsoft Teams,203.0.113.10,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-04T14:37:20.000Z,dina.said@cloudora.io,Microsoft 365,203.0.113.14,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-04T14:39:50.000Z,hugo.marsh@cloudora.io,Cloudora Admin Portal,198.51.100.20,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-04T14:43:11.000Z,finn.gale@cloudora.io,SharePoint Online,198.51.100.24,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-04T14:45:06.000Z,lucas.ford@cloudora.io,Cloudora Admin Portal,203.0.113.10,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-04T14:45:49.000Z,liam.turner@cloudora.io,Azure Portal,192.0.2.31,Austin,United States,0,Success,iOS 17,Mobile Safari
2026-08-04T14:55:19.000Z,ava.khan@cloudora.io,Azure Portal,203.0.113.20,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-04T14:55:40.000Z,noah.bishop@cloudora.io,SharePoint Online,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-04T14:56:41.000Z,seth.lane@cloudora.io,SharePoint Online,192.0.2.32,Austin,United States,0,Success,Windows 11,Chrome 126
2026-08-04T14:56:52.000Z,chloe.price@cloudora.io,Outlook Web,203.0.113.17,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-04T15:06:32.000Z,finn.gale@cloudora.io,Microsoft Teams,198.51.100.24,Manchester,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-04T15:07:26.000Z,cole.burke@cloudora.io,Azure Portal,198.51.100.25,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-04T15:07:45.000Z,ava.khan@cloudora.io,SharePoint Online,203.0.113.20,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-04T15:07:55.000Z,emma.hayes@cloudora.io,SharePoint Online,203.0.113.12,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-04T15:10:30.000Z,noah.bishop@cloudora.io,Azure Portal,203.0.113.13,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-04T15:14:13.000Z,emma.hayes@cloudora.io,Outlook Web,203.0.113.12,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-04T15:19:29.000Z,chloe.price@cloudora.io,SharePoint Online,203.0.113.17,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-04T15:19:47.000Z,cole.burke@cloudora.io,Microsoft 365,198.51.100.25,Manchester,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-04T15:27:11.000Z,liam.turner@cloudora.io,Microsoft 365,192.0.2.31,Austin,United States,0,Success,macOS 14,Safari 17
2026-08-04T15:28:26.000Z,chloe.price@cloudora.io,Cloudora Admin Portal,203.0.113.17,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-04T15:36:44.000Z,ava.khan@cloudora.io,Outlook Web,203.0.113.20,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-04T15:41:29.000Z,hugo.marsh@cloudora.io,SharePoint Online,198.51.100.20,Manchester,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-04T15:43:53.000Z,noah.bishop@cloudora.io,SharePoint Online,203.0.113.13,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-04T15:45:31.000Z,daniel.reeve@cloudora.io,SharePoint Online,203.0.113.40,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-04T15:56:01.000Z,emma.hayes@cloudora.io,Microsoft Teams,203.0.113.12,London,United Kingdom,0,Success,Windows 11,Chrome 126
2026-08-04T15:58:23.000Z,chloe.price@cloudora.io,Microsoft Teams,203.0.113.17,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-04T15:59:55.000Z,cole.burke@cloudora.io,Microsoft 365,198.51.100.25,Manchester,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-04T16:01:25.000Z,ava.khan@cloudora.io,Azure Portal,203.0.113.20,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-04T16:03:23.000Z,isla.grant@cloudora.io,Azure Portal,203.0.113.15,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-04T16:04:13.000Z,noah.bishop@cloudora.io,Microsoft 365,203.0.113.13,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-04T16:05:58.000Z,ava.khan@cloudora.io,Azure Portal,203.0.113.20,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-04T16:06:34.000Z,dina.said@cloudora.io,Microsoft Teams,203.0.113.14,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-04T16:09:12.000Z,finn.gale@cloudora.io,Microsoft Teams,198.51.100.24,Manchester,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-04T16:09:13.000Z,isla.grant@cloudora.io,Azure Portal,203.0.113.15,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-04T16:10:11.000Z,chloe.price@cloudora.io,Microsoft Teams,203.0.113.17,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-04T16:24:30.000Z,chloe.price@cloudora.io,Cloudora Admin Portal,203.0.113.17,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-04T16:29:36.000Z,olivia.chen@cloudora.io,Microsoft 365,203.0.113.21,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-04T16:32:23.000Z,olivia.chen@cloudora.io,Outlook Web,203.0.113.21,London,United Kingdom,0,Success,macOS 14,Safari 17
2026-08-04T16:35:07.000Z,ava.khan@cloudora.io,Outlook Web,203.0.113.20,London,United Kingdom,0,Success,Windows 11,Edge 126
2026-08-04T16:40:41.000Z,sofia.marino@cloudora.io,Cloudora Admin Portal,203.0.113.19,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-04T16:46:23.000Z,liam.turner@cloudora.io,SharePoint Online,192.0.2.31,Austin,United States,0,Success,Windows 11,Edge 126
2026-08-04T16:47:37.000Z,isla.grant@cloudora.io,Microsoft 365,203.0.113.15,London,United Kingdom,0,Success,iOS 17,Mobile Safari
2026-08-04T16:57:44.000Z,sofia.marino@cloudora.io,SharePoint Online,203.0.113.19,London,United Kingdom,0,Success,Android 14,Chrome Mobile
2026-08-04T16:58:56.000Z,daniel.reeve@cloudora.io,Azure Portal,203.0.113.41,London,United Kingdom,0,Success,iOS 17,Mobile Safari
